movieId,title,cast_and_crew,year,poster_path,genre
41959,Jack's Back,"Rowdy Herrington (director/screenplay); James Spader, Cynthia Gibb, Jim Haynie, Robert Picardo, Rod Loomis, Rex Ryon, Chris Mulkey, Mario Machado, Danitza Kingsley",1988,/ldQdtJOA0czii9DHzB2Ys0dIF8u.jpg,"Horror, Thriller, Mystery, Crime"
68752,Judgment in Berlin,"Leo Penn (director/screenplay); Joshua Sinclair (screenplay); Martin Sheen, Sam Wanamaker, Max Gail, Heinz Hoenig, Carl Lumbly, Cristine Rose, Joshua Sinclair, Jutta Speidel, Harris Yulin, Sean Penn, Malgorzata Gebel, Ed Bishop, Jürgen Heinrich, Max Volkert Martens, Marie-Louise Sinclair, Burt Nelson",1988,/52T7312KrMtCXWSLOys0GRY6a8R.jpg,Drama
38909,Salsa,"Boaz Davidson (director/screenplay); Tomas Benitez, Shepard Goldman (screenplay); Robby Rosa, Rodney Harvey, Miranda Garrison, Angela Alvarado, Valente Rodriquez, Renee Victor, Bobby Caldwell, Chain Reaction, Willie Colon, Celia Cruz, Mavis Vegas Davis, Marisela Esqueda, Grupo Latino, La Dimencion, Mongo Santamaria, Kenny Ortega, Tito Puente, Michael Sembello, German Wilkins Velez, The Edwin Hawkins Singers",1988,/e57jcyyQYKDruSuoy7g7alsjbrd.jpg,"Music, Romance"
38558,Shakedown,"James Glickenhaus (director/screenplay); Peter Weller, Sam Elliott, Patricia Charbonneau, Jude Ciccolella, Antonio Fargas, Blanche Baker, Richard Brooks, John C. McGinley, Thomas G. Waites, Tom Mardirosian, Anthony Crivello",1988,/bj0bTImQPWkBBD3Kh2ArqAqEnv5.jpg,"Action, Crime, Drama, Thriller"
144,Wings of Desire,"Wim Wenders (director/screenplay); Peter Handke, Richard Reitinger (screenplay); Bruno Ganz, Solveig Dommartin, Otto Sander, Curt Bois, Peter Falk, Nick Cave and the Bad Seeds, Crime & the City Solution",1988,/iZQs2vUeCzvS1KfZJ6uYNCGJBBV.jpg,"Drama, Fantasy, Romance"
895795,The Bourne Identity,"Roger Young (director); Carol Sobieski (screenplay); Richard Chamberlain, Jaclyn Smith, Anthony Quayle, Donald Moffat, Shane Rimmer, Yorgo Voyagis, Denholm Elliott, Peter Vaughan, Michael Habeck, Wolf Kahler, Philip Madoc, Bill Wallis, John Carlin, Michael Mellinger, Terry Richards, Cyril Shaps, Bruce Boa, James Faulkner, James Laurenson, Jacqueline Pearce, Robert Arden, Leon Herbert, Derek Lyons, Bill Weston",1988,/tqIwwXuHgYcXYLPCmqA1YYwDSyd.jpg,"Thriller, Action, Drama"
10281,Friday the 13th Part VII: The New Blood,"John Carl Buechler (director); Manuel Fidello, Daryl Haney (screenplay); Lar Park Lincoln, Kevin Blair, Susan Blu, Terry Kiser, Kane Hodder, Elizabeth Kaitan, Jeff Bennett, Heidi Kozak, Diana Barrows, William Butler, Walt Gorney, Susan Jennifer Sullivan, Jon Renfield, Larry Cox, Craig Thomas, Diane Almeida, Staci Greason, Debora Kessler, Michael Schroeder",1988,/xBjEL0k9Cz3QFjnpEK6c8b9Z51o.jpg,Horror
14240,Maniac Cop,"William Lustig (director); Larry Cohen (screenplay); Tom Atkins, Bruce Campbell, Laurene Landon, Richard Roundtree, William Smith, Robert Z'Dar, Sheree North, Nina Arvesen, Victoria Catlin, Ken Lerner, William Lustig, Sam Raimi, Jake LaMotta",1988,/kFml1HbZlsekXO0m11UN4oPwZvo.jpg,"Action, Crime, Horror, Mystery"
87710,The Nest,"Terence H. Winkless (director); Robert King (screenplay); Robert Lansing, Lisa Langlois, Franc Luz, Terri Treas, Diana Bellamy, Stephen Davies",1988,/suRyQyDDRNPErMM53dYb7ynPiwk.jpg,"Thriller, Science Fiction, Horror"
40028,Not of This Earth,"Jim Wynorski (director/screenplay); R.J. Robertson (screenplay); Traci Lords, Arthur Roberts, Lenny Juliano, Rebecca Perle",1988,/wHSYPs9W3AmKdzeYhNxB0mtswlv.jpg,"Horror, Science Fiction"
182217,"The Good, the Bad, and Huckleberry Hound","Bob Goe, John Kimball, Charles A. Nichols, Jay Sarbry, Ray Patterson (directors); John Ludin, Tom Ruegger (screenplay); Daws Butler, Charlie Adler, Michael Bell, Pat Buttram, Pat Fraley, Allan Melvin, Don Messick, Howard Morris, B. J. Ward, Frank Welker",1988,/chnDpNtU5bmKLYTys2nrPlhitfa.jpg,"Animation, Adventure, Comedy, TV Movie"
281678,Justin Case,"Blake Edwards (director/screenplay); George Carlin, Molly Hagan, Timothy Stack, Kevin McClarnon, Douglas Sills, Gordon Jump, Paul Sand, Valerie Wildman, Todd Susman, Rod McCary, Philippe Denham, Richard McGonagle, Jay Thomas, Kenneth Tigar, Kay Perry",1988,/1eGL0a6lmBplLHAkgd51VUGSIfM.jpg,"TV Movie, Crime, Comedy"
25832,Aria,"Robert Altman, Bruce Beresford, Bill Bryden, Derek Jarman, Franc Roddam, Nicolas Roeg, Ken Russell, Charles Sturridge, Julien Temple (directors/screenplay); Jean-Luc Godard (director); Don Boyd, Louis de Cahusac, Philippe Quinault (screenplay); Theresa Russell, Buck Henry, Beverly D'Angelo, John Hurt, Anita Morris, Bridget Fonda, Valérie Allain, Elizabeth Hurley, Peter Birch, Julie Hagerty, Geneviève Page, Sandrine Dumas, Linzi Drew, Tilda Swinton, Spencer Leigh, Sophie Ward, John Hostetter, Albie Selznick, Andreas Wisniewski, Anne Canovas, Philippe Leroy-Beaulieu, Stephanie Lane, Nicola Swain, Jackson Kyle, Marianne McLaughlin, Marion Peterson, Garry Kasper, Chris Campion, James Mathers, Amy Johnson, Stan Mazin",1988,/465Wr8J88gOXleXACdPhCci7dVE.jpg,"Comedy, Drama, Music"
41950,Call Me,"Sollace Mitchell (director/screenplay); Karyn Kay (screenplay); Patricia Charbonneau, Stephen McHattie, Boyd Gaines, Sam Freed, Steve Buscemi, Patti D'Arbanville, David Strathairn, Olek Krupa",1988,/ant47uIwm1Jazz3AgKg9wQLPvdG.jpg,"Thriller, Drama"
76401,Rikky and Pete,"Nadia Tass (director); David Parker (screenplay); Stephen Kearney, Nina Landis, Tetchie Agbayani, Bill Hunter, Bruno Lawrence, Bruce Spence, Lewis Fitz-Gerald, Dorothy Alison, Peter Cummins, Peter Hehir, Don Reid, Ralph Cotterill, Roderick Williams, Denis Lees, Robert Baxter",1988,/278cSDTtLcuSpsIBGB5LgH3Z3Yf.jpg,"Action, Comedy"
847,Willow,"Ron Howard (director); Bob Dolman (screenplay); Warwick Davis, Val Kilmer, Joanne Whalley, Jean Marsh, Patricia Hayes, Billy Barty, Pat Roach, Gavan O'Herlihy, Kevin Pollak, Rick Overton, David J. Steinberg, Mark Northover, Phil Fondacaro, Malcolm Dixon, Tony Cox, Kenny Baker, Sadie Corré, Samantha Davis, Gerry Crampton, Greg Powell, Jack Purvis, Maria Holvoe, Julie Peters",1988,/d9xEILdvVRX8ZgFwPDbco6kKSaS.jpg,"Action, Adventure, Fantasy"
26881,The Incredible Hulk Returns,"Nicholas Corea (director/screenplay); Bill Bixby, Lou Ferrigno, Jack Colvin, Steve Levitt, Eric Allan Kramer, Tim Thomerson, Charles Napier, Lee Purcell, John Gabriel, Jay Baker, Carl Ciarfalio, William Malone, William Riley, Donald Willis, Bobby Travis McLaughlin",1988,/dw7eBKL26HEkA89BKvNVsjx7gGL.jpg,"Action, Drama, Adventure, TV Movie"
9396,Crocodile Dundee II,"John Cornell (director); Paul Hogan, Brett Hogan (screenplay); Paul Hogan, Linda Kozlowski, John Meillon, Hechter Ubarry, Juan Fernandez, Charles S. Dutton, Kenneth Welsh, Stephen Root, Dennis Boutsikaris, Ernie Dingo, Steve Rackman, Gerry Skilton, Gus Mercurio, Susie Essman, Colin Quinn, Luis Guzman, Alec Wilson, Jim Holt, Bill Sandy, Alfred Coolwell, Tatyana Ali",1988,/2Nf0xeDuToLHysdkWj3aT5r42rC.jpg,"Adventure, Comedy"
1370,Rambo III,"Peter MacDonald (director); Sylvester Stallone, Sheldon Lettich (screenplay); Sylvester Stallone, Richard Crenna, Kurtwood Smith, Marc de Jonge, Sasson Gabai, Doudi Shoua, Spiros Focas, Randy Raney, Marcus Gilbert, Alon Abutbul, Mahmoud Assadollahi, Yosef Shiloah, Shaby Ben-Aroya",1988,/1eSQvGuD25ezKaiaQsyDDG3e9iN.jpg,"Action, Adventure, Thriller, War"
16296,Killer Klowns from Outer Space,"Stephen Chiodo (director/screenplay); Charles Chiodo (screenplay); Grant Cramer, Suzanne Snyder, John Allen Nelson, John Vernon, Royal Dano, Michael S. Siegel, Peter Licassi, Charles Chiodo, Christopher Titus",1988,/nOC22f6kzrKPWXBoYr2XNWfMFEh.jpg,"Comedy, Horror, Science Fiction"
104535,Clinton and Nadine,"Jerry Schatzberg (director); Robert Foster (screenplay); Andy García, Ellen Barkin, Morgan Freeman, John C. McGinley, Michael Lombard, Brad Sullivan, Alan North, Bill Raymond, Mario Ernesto Sánchez, Julio Oscar Mechoso, Helen Hanft, Nancy Giles, Helen Davies, Anthony Correa, Jay Amor, Carlos Cestero, Pedro De Pool",1988,/xmvMrYbrcslR7t1lQJ9fLi1MbVI.jpg,"Action, Crime, Thriller, Drama, Romance, TV Movie"
2280,Big,"Penny Marshall (director); Gary Ross, Anne Spielberg (screenplay); Tom Hanks, Elizabeth Perkins, Robert Loggia, John Heard, Jared Rushton, Jon Lovitz, Mercedes Ruehl, Josh Clark, Debra Jo Rupp, David Moscow, Peter McRobbie, Gary Howard Klar, Rockets Redglare, Paul Herman, James Eckhouse, John Rothman, Judd Trichter, Bruce Jarchow",1988,/eWhCDJiwxvx3YXkAFRiHjimnF0j.jpg,"Fantasy, Drama, Comedy, Romance, Family"
14170,Funny Farm,"George Roy Hill (director); Jeffrey Boam (screenplay); Chevy Chase, Madolyn Smith, Joseph Maher, Jack Gilpin, Brad Sullivan, MacIntyre Dixon, Kevin O'Morrison, Mike Starr, Alice Drummond, Glenn Plummer, Bill Fagerbakke, Nicholas Wyman, William Newman, Kevin Conway, Caris Corfman",1988,/tW6LGDEZrJpLbvEGkHk51MyQqJC.jpg,Comedy
12710,Big Business,"Jim Abrahams (director); Dori Pierson, Marc Reid Rubel (screenplay); Bette Midler, Lily Tomlin, Fred Ward, Edward Herrmann, Michele Placido, Daniel Gerroll, Barry Primus, Michael Gross, Deborah Rush, Nicolas Coster, Patricia Gaul, J.C. Quinn, Norma MacMillan, Joe Grifasi, John Vickery, John Hancock, Mary Gross, Seth Green, Leo Burmester, Lucy Webb, Roy Brocksmith, Lewis Arquette, Ritch Brinkley, Carmen Argenziano, Lois de Banzie, Al Mancini, Hunter von Leer, Chick Hearn, Louis Rukeyser, Shirley Mitchell",1988,/dxbXbR1P44caMUKtBdq7sX6aSgw.jpg,Comedy
10306,Poltergeist III,"Gary Sherman (director/screenplay); Brian Taggert (screenplay); Tom Skerritt, Nancy Allen, Heather O'Rourke, Zelda Rubinstein, Lara Flynn Boyle, Richard Fire, Nathan Davis, Kip Wentz, Corey Burton",1988,/pLewUibOJLGISvMqB94mAMdjz2q.jpg,"Horror, Thriller"
11851,The Presidio,"Peter Hyams (director); Larry Ferguson (screenplay); Sean Connery, Mark Harmon, Meg Ryan, Jack Warden, Mark Blum, Jenette Goldstein, Don Calfa, Robert Lesser, Rick Zumwalt, Jessie Lawrence Ferguson, Larry ""Flash"" Jenkins, Jesse D. Goins, Patrick Kilpatrick, Jophery C. Brown, Allan Graf, Bob Delegall, Dana Gladstone, Marvin J. McIntyre, James Hooks Reynolds, Kim Robillard",1988,/pHYtq4wFaUy5Rfa8lRi24QMUwRY.jpg,"Action, Crime, Mystery, Thriller"
141879,Puss in Boots,"Eugene Marner (director); Christopher Walken, Jason Connery, Carmela Marner, Yossi Graber, Amnon Meskin, Elki Jacobs, Michael Schneider",1988,/7LBnNHR5kzIwLkPOaMMW7zgZLnQ.jpg,"Fantasy, Family"
287,Bull Durham,"Ron Shelton (director/screenplay); Kevin Costner, Susan Sarandon, Tim Robbins, Trey Wilson, Robert Wuhl, William O'Leary, Jenny Robertson, Danny Gans, Max Patkin",1988,/q3T9bO6p74NcTxWOhdUA6fASQ5T.jpg,"Comedy, Romance"
36724,The Decline of Western Civilization Part II: The Metal Years,"Penelope Spheeris (director); Alice Cooper, Ozzy Osbourne, Poison, Aerosmith, Kiss, Motörhead, Megadeth, Faster Pussycat, Lizzy Borden, London, Odin",1988,/z0tv8cM9666wJIqen4eAkr23Hr9.jpg,"Documentary, Music"
2617,The Great Outdoors,"Howard Deutch (director); John Hughes (screenplay); Dan Aykroyd, John Candy, Stephanie Faracy, Annette Bening, Robert Prosky, Chris Young, Ian Giatti, Hillary and Rebecca Gordon, Lucy Deakins, Nancy Lenehan, John Bloom, Lewis Arquette, Britt Leach, Bart the Bear, Jerry Maren",1988,/etjgNJvuNW2205EdZRMHFPKQpxS.jpg,Comedy
9604,Red Heat,"Walter Hill (director/screenplay); Harry Kleiner, Troy Kennedy Martin (screenplay); Arnold Schwarzenegger, James Belushi, Peter Boyle, Ed O'Ross, Larry Fishburne, Gina Gershon, Richard Bright, J.W. Smith, Brent Jennings, Gretchen Palmer, Pruitt Taylor Vince, Michael G. Hagerty, Brion James, Peter Jason, Oleg Vidov, Savely Kramarov, Gabor Koncz, Geza Balkay, Tiger Chung Lee, Sven-Ole Thorsen, Gigi Vorgan, Allan Graf, Kurt Fuller, Luis Contreras, Joey D. Vieira, Michael Adams, Jenifer Lewis",1988,/AoJTHXmO01EZgT0p1YTsGBEQxLj.jpg,"Action, Crime"
29095,Waxwork,"Anthony Hickox (director/screenplay); Zach Galligan, Deborah Foreman, Michelle Johnson, Dana Ashbrook, Micah Grant, Eric Brown, Clare Carey, David Warner, Patrick Macnee, Mihaly ""Michu"" Meszaros, Jack David Warner, Charles McCaughan, J. Kenneth Campbell, Miles O'Keeffe, John Rhys-Davies, Jennifer Bassey, Edward Ashley",1988,/48RXt1Zu8iNL0mgCojydmqBsjsC.jpg,"Horror, Comedy"
41949,A World Apart,"Chris Menges (director); Shawn Slovo (screenplay); Barbara Hershey, David Suchet, Jeroen Krabbé, Paul Freeman, Tim Roth, Jodhi May, Linda Mvusi, Kate Fitzpatrick, Yvonne Bryceland, Rosalie Crutchley, Adrian Dunbar, Jude Akuwudike, Nadine Chalmers, Carolyn Clayton-Cragg, Albee Lesotho, Merav Gruer, Nomaziko Zondo",1988,/rLo4PwbuT3C7k2VxAGbMQU1aINp.jpg,Drama
856,Who Framed Roger Rabbit,"Robert Zemeckis (director); Jeffrey Price, Peter S. Seaman (screenplay); Bob Hoskins, Christopher Lloyd, Charles Fleischer, Stubby Kaye, Joanna Cassidy, Alan Tilvern, Richard LeParmentier, Betsy Brantley, Joel Silver, Richard Ridings, Mike Edmonds, Ed Herlihy, Billy J. Mitchell, April Winchell, Mae Questel, Mel Blanc, Tony Anselmo, Joe Alaskey, David L. Lander, Fred Newman, June Foray, Russi Taylor, Richard Williams, Wayne Allwine, Pat Buttram, Jim Cummings, Frank Sinatra, Tony Pope, Cherry Davis, Jack Angel, Corey Burton, Nancy Cartwright, Sadie Corre, Bill Farmer, Clarence Nash, Kathleen Turner, Amy Irving, Frank Welker, Lou Hirsch, Paul Springer, Morgan Deare, Eugene Guirterrez, Mary T. Radford, Les Perkins, Jim Gallant, Peter Westy, Mickie McGowan",1988,/lYfRc57Kx9VgLZ48iulu0HKnM15.jpg,"Fantasy, Animation, Comedy, Crime"
46021,A Handful of Dust,"Charles Sturridge (director/screenplay); Tim Sullivan, Derek Granger (screenplay); James Wilby, Kristin Scott Thomas, Rupert Graves, Anjelica Huston, Judi Dench, Alec Guinness, Pip Torrens, Beatie Edney, Stephen Fry, Graham Crowden, Timothy Bateson, Moyra Fraser, Marsha Fitzalan, Annabel Brooks, Richard Beale, Norman Lumsden, Richard Leech, Hugh Simon, Cathryn Harrison, John Junkin, Christopher Godwin",1988,/c5xbibR9AeYx5DweM3tCS2VSt8T.jpg,"Romance, Drama"
9602,Coming to America,"John Landis (director); David Sheffield, Barry W. Blaustein (screenplay); Eddie Murphy, Arsenio Hall, James Earl Jones, John Amos, Madge Sinclair, Shari Headley, Eriq La Salle, Frankie Faison, Vanessa Bell Calloway, Louie Anderson, Jake Steinfeld, Calvin Lockhart, Samuel L. Jackson, Vondie Curtis-Hall, Garcelle Beauvais, Victoria Dillard, Ruben Santiago-Hudson, Cuba Gooding Jr., Don Ameche, Ralph Bellamy, Midori, Montrose Hagins, Michael Tadross, Steve White, Helen Hanft, Jim Abrahams, Barry W. Blaustein, F. Gary Gray, Tobe Hooper, Nile Rodgers, David Sheffield, Paul Bates, Allison Dean, Sheila Johnson",1988,/djRAvxyvvN2yqlJKDbT3uy4vOBw.jpg,"Comedy, Romance"
13704,License to Drive,"Greg Beeman (director); Neil Tolkin (screenplay); Corey Haim, Corey Feldman, Carol Kane, Richard Masur, Heather Graham, Michael Manasseri, Parley Baer, Nina Siemaszko, James Avery, Grant Goodeve, Grant Heslov, Michael Ensign, Helen Hanft, R. A. Mihailoff, Carlos Lacámara",1988,/dDVgFqDA8l0ZWV4ZYVpfNp6ztby.jpg,"Comedy, Family"
11966,Short Circuit 2,"Kenneth Johnson (director); Brent Maddock, S. S. Wilson (screenplay); Tim Blaney, Fisher Stevens, Michael McKean, Cynthia Gibb, Jack Weston, David Hemblen, Dee McCafferty, Don Lake, Damon D'Oliveira, Robert LaSardo, Lili Francks, Gerry Parkes, Eric Keenleyside, Jeremy Ratchford, Garry Robbins, Ally Sheedy",1988,/gn9Wa1fgrje1uqxiBpFjGOjUT74.jpg,"Comedy, Family, Science Fiction, Drama"
26044,Arthur 2: On the Rocks,"Bud Yorkin (director); Andy Breckman (screenplay); Dudley Moore, Liza Minnelli, John Gielgud, Geraldine Fitzgerald, Kathy Bates, Paul Benedict, Stephen Elliott, Cynthia Sikes, Ted Ross, Jack Gilford, Ron Canada, Barney Martin, David O'Brien, Daniel Greene, Molly McClure, Don Stark, Raymond O'Connor, Eagle-Eye Cherry, Daryl Edwards, David Sabin, Jason Wingreen",1988,/oHrdTClgUyIvlthvWv8HFaeu5Wy.jpg,"Comedy, Romance"
30580,It Couldn't Happen Here,"Jack Bond (director/screenplay); Neil Tennant, Chris Lowe, Joss Ackland, Neil Dickson, Gareth Hunt, Barbara Windsor",1988,/4VgpamELy9iyncLm6dTIuVJKyOW.jpg,"Music, Drama, Adventure"
15158,Phantasm II,"Don Coscarelli (director/screenplay); Angus Scrimm, James LeGros, Reggie Bannister, Paula Irvine, Samantha Phillips, Kenneth Tigar, Stacey Travis, A. Michael Baldwin, Rubin Kushner, Ruth C. Engel, J. Patrick McNamara, Mark Anthony Major",1988,/jTgJhIXdIOsAsFm2p1LjxCoLs1H.jpg,"Action, Horror, Science Fiction, Thriller"
10651,The Dead Pool,"Buddy Van Horn (director); Steve Sharon (screenplay); Clint Eastwood, Patricia Clarkson, Liam Neeson, Evan Kim, David Hunt, Michael Currie, Michael Goodwin, Jim Carrey, Anthony Charnota, Ronnie Claire Edwards, Louis Giambalvo, Diego Chairs, Charles Martinet, Patrick Van Horn, Shawn Elliott, Bill Wattenburg, Marc Alaimo, Justin Whalin, Harry Demopoulos",1988,/mqwGpW0Ptrvz1GmfCnLAOA4cQ8g.jpg,"Action, Crime, Thriller"
562,Die Hard,"John McTiernan (director); Jeb Stuart, Steven E. de Souza (screenplay); Bruce Willis, Alan Rickman, Alexander Godunov, Bonnie Bedelia, Reginald VelJohnson, Paul Gleason, De'voreaux White, William Atherton, Clarence Gilyard, Hart Bochner, James Shigeta, Andreas Wisniewski, Lorenzo Caccialanza, Dennis Hayden, Al Leong, Wilhelm von Homburg, Robert Davi, Grand L. Bush, Tracy Reiner, Taylor Fry, Bruno Doyon, Joey Plewa, Gerard Bonn, Gary Roberts, Hans Buhringer, Noah Land",1988,/yFihWxQcmqcaBR31QM6Y8gT6aYV.jpg,"Action, Thriller"
623,A Fish Called Wanda,"Charles Crichton (director); John Cleese (screenplay); John Cleese, Jamie Lee Curtis, Kevin Kline, Michael Palin, Tom Georgeson, Maria Aitken, Cynthia Cleese, Patricia Hayes, Geoffrey Palmer, Roger Brierley, Llewellyn Rees, Stephen Fry, Al Hunter Ashton",1988,/hkSGFNVfEEUXFCxRZDITFHVhUlu.jpg,"Comedy, Crime"
9013,Midnight Run,"Martin Brest (director); George Gallo (screenplay); Robert De Niro, Charles Grodin, Yaphet Kotto, John Ashton, Dennis Farina, Joe Pantoliano, Richard Foronjy, Robert Miranda, Jack Kehoe, Wendy Phillips, Danielle DuClos, Philip Baker Hall, Tom McCleister, Fran Brill, Tracey Walter, John Toles-Bey, Lois Smith, Frank Pesce, Tom Irwin, Jimmie Ray Weeks, Jack N. Young, Scott McAfee, Martin Brest",1988,/avLXoDhPPbKgdOU7wsoVlOzYfUP.jpg,"Action, Comedy, Crime"
30502,Big Top Pee-wee,"Randal Kleiser (director); Paul Reubens, George McGrath (screenplay); Paul Reubens, Kris Kristofferson, Susan Tyrrell, Valeria Golino, Penelope Ann Miller, Wayne White, Albert Henderson, Jack Murdock, David Byrd, Dustin Diamond, Frances Bay, Mary Jackson, Leo Gordon, Anne Seymour, Kenneth Tobey, Jay Robinson, Mihaly ""Michu"" Meszaros, Franco Columbu, Terrence Mann, Vance Colvig, Matthias Hues, Benicio del Toro, Kevin Peter Hall, Lynne Marie Stewart, Joey Arias",1988,/t9AiFl6kt5vMhXzMHTZ6651TECl.jpg,"Comedy, Family"
18509,Caddyshack II,"Allan Arkush (director); Harold Ramis, Peter Torokvei (screenplay); Jackie Mason, Robert Stack, Dyan Cannon, Dina Merrill, Jonathan Silverman, Brian McNamara, Marsha Warfield, Paul Bartel, Randy Quaid, Chevy Chase, Dan Aykroyd, Jessica Lundy, Chynna Phillips, Anthony Mockus, Bibi Osterwald, Frank Welker, James Veeley",1988,/iHvCXCjiLN6bLf39CnKdDzGbku2.jpg,Comedy
77233,Mr. North,"Danny Huston (director); John Huston, James Costigan (screenplay); Anthony Edwards, Robert Mitchum, Harry Dean Stanton, Anjelica Huston, Mary Stuart Masterson, Virginia Madsen, Tammy Grimes, David Warner, Lauren Bacall, Hunter Carson, Christopher Durang, Mark Metcalf, Katharine Houghton, Cleveland Amory, Christopher Lawford",1988,/5svk8saTxXGQ9WKE9MEIIbxcnwh.jpg,"Drama, Comedy"
7520,Cocktail,"Roger Donaldson (director); Heywood Gould (screenplay); Tom Cruise, Bryan Brown, Elisabeth Shue, Lisa Banes, Laurence Luckinbill, Kelly Lynch, Gina Gershon, Ron Dean, Ellen Foley, Paul Benedict, Chris Owens, Louis Ferreira, Larry Block, Gerry Bamman, James Eckhouse, Liisa Repo-Martell",1988,/jFRhEPhtsln9tDwzMdZN3OlhUob.jpg,"Romance, Drama, Comedy"
29787,Monkey Shines,"George A. Romero (director/screenplay); Jason Beghe, John Pankow, Kate McNeil, Joyce Van Patten, Christine Forrest, Stephen Root, Stanley Tucci, Janine Turner, William Newman, Tudi Wiggins, Tom Quinn, Patricia Tallman, David Early, Frank Welker",1988,/zbxrAWN2Ss5RXK1uDvMW82xFh0n.jpg,"Thriller, Drama, Horror, Science Fiction"
19051,The New Adventures of Pippi Longstocking,"Ken Annakin (director/screenplay); Tami Erin, Eileen Brennan, Dennis Dugan, Dianne Hull, George DiCenzo, John Schuck, Dick Van Patten, David Seaman Jr., Cory Crow, Branscombe Richmond, Fay Masterson, Frank Welker, Michael Bell, Carole Kean, Clark Niederjohn, Michael Mendelson",1988,/up4QvEZyrcVRZfBvVvv0RXd2Gn7.jpg,"Fantasy, Adventure, Family"
9599,The Blob,"Chuck Russell (director/screenplay); Frank Darabont (screenplay); Kevin Dillon, Shawnee Smith, Donovan Leitch, Jeffrey DeMunn, Candy Clark, Joe Seneca, Del Close, Paul McCrane, Robert Axelrod, Beau Billingslea, Michael Kenworthy, Douglas Emerson, Jamison Newlander, Art LaFleur, Billy Beck, Jack Nance, Bill Moseley, Erika Eleniak, Ricky Paull Goldin, Frank Collison, Jack Rader, Clayton Landey, Julie McCullough, Margaret Smith, Pons Maar, Peter Crombie, Rick Avery, Noble Craig, Charlie Spradling, Chuck Russell",1988,/zXXDmz5cPuSo9LveCNjZ1j16szC.jpg,"Horror, Science Fiction, Mystery"
41368,The Rescue,"Ferdinand Fairfax (director); Jim Thomas, John Thomas (screenplay); Kevin Dillon, Marc Price, Ned Vaughn, Christine Harnos, Ian Giatti, Charles Haid, Edward Albert, Timothy Carhart, Michael Gates Phenicie, Mel Wong, James Cromwell",1988,/kkKDPuOHtaqy6KrwnKqsxd7Gdib.jpg,"Action, Adventure, Drama"
21185,Vibes,"Ken Kwapis (director); Lowell Ganz, Babaloo Mandel (screenplay); Cyndi Lauper, Jeff Goldblum, Julian Sands, Googy Gress, Peter Falk, Ronald G. Joseph, Ramon Bieri, Michael Lerner, Elizabeth Peña, Rodney Kageyama, Van Dyke Parks, Joseph V. Perry, Park Overall, Max Perlich, John Kapelos, Don Bexley, Bill McCutcheon, Steve Buscemi",1988,/8UjOm34lAeL52fBV0UtTguu9pvS.jpg,"Romance, Action, Comedy"
14441,Clean and Sober,"Glenn Gordon Caron (director); Tod Carroll (screenplay); Michael Keaton, Kathy Baker, Morgan Freeman, M. Emmet Walsh, Luca Bercovici, Tate Donovan, Claudia Christian, Brian Benben, Henry Judd Baker, J. David Krassner, Dakin Matthews, Ben Piazza, Rachel Ryan",1988,/hztm5P3iCavyz8MCcIDK3BTVtDO.jpg,Drama
11051,The Last Temptation of Christ,"Martin Scorsese (director); Paul Schrader (screenplay); Willem Dafoe, Harvey Keitel, Barbara Hershey, Harry Dean Stanton, David Bowie, Steve Shill, Verna Bloom, Roberts Blossom, Barry Miller, Gary Basaraba, Irvin Kershner, Victor Argo, Paul Herman, John Lurie, Michael Been, Leo Burmester, Andre Gregory, Tomas Arana, Alan Rosenberg, Nehemiah Persoff, Peter Berling, Leo Marks",1988,/7L4qwrC1mipZXJfU5oRgQWChLv1.jpg,Drama
20196,Mac and Me,"Stewart Raffill (director/screenplay); Steve Feke (screenplay); Christine Ebersole, Jonathan Ward, Jade Calegory, Katrina Caspary, Lauren Stanley, Barbara Allyne Bennet, Martin West, Ivan J. Rado, Danny Cooksey",1988,/gZsIgK2W9K6e1ebNro3WT7u5yGX.jpg,"Family, Fantasy, Science Fiction, Adventure"
28176,Tucker: The Man and His Dream,"Francis Ford Coppola (director); Arnold Schulman, David Seidler (screenplay); Jeff Bridges, Joan Allen, Martin Landau, Elias Koteas, Frederic Forrest, Christian Slater, Don Novello, Nina Siemaszko, Mako, Dean Stockwell, Anders Johnson, Corin Nemec, Marshall Bell, Jay O. Sanders, Peter Donat, Patti Austin, Sandy Bull, Scott Beach, Leonard Gardner, Jessie Nelson, Michael McShane",1988,/uph7wz8WASLHwHyC5SYfQgqaoV7.jpg,Drama
11967,Young Guns,"Christopher Cain (director); John Fusco (screenplay); Emilio Estevez, Kiefer Sutherland, Lou Diamond Phillips, Charlie Sheen, Dermot Mulroney, Casey Siemaszko, Terence Stamp, Jack Palance, Terry O'Quinn, Geoffrey Blake, Brian Keith, Patrick Wayne, Tom Callaway, Lisa Banes, Tom Cruise, Randy Travis, Sharon Thomas, Alice Carter",1988,/stvh1A3mj8NYyczE7RvwdtDRCo2.jpg,"Western, Crime, Action, Adventure"
