movieId,title,cast_and_crew,year,poster_path,genre
4373,"My Lover, My Son","John Newland (director); Jenni Hall, William Marchant, Wilbur Stark (screenplay); Romy Schneider, Dennis Waterman, Donald Houston, Patricia Brake, Peter Sallis, William Dexter, Alexandra Bastedo, Janet Brown, Peter Gilmore",1970,/qQTASCy90UIaJztaNgvbyouttFB.jpg,Drama
55514,The Delta Factor,"Tay Garnett (director/screenplay); Raoul Walsh (screenplay); Yvette Mimieux, Christopher George, Diane McBain, Ralph Taeger, Yvonne De Carlo",1970,/bLl74o406FRgj0JNEsc9l0AFGdy.jpg,"Adventure, Drama, Mystery"
64828,The Landlord,"Hal Ashby (director); Bill Gunn (screenplay); Beau Bridges, Lee Grant, Diana Sands, Pearl Bailey, Walter Brooke, Lou Gossett, Marki Bey, Melvin Stewart, Susan Anspach, Robert Klein, Will Mackenzie, Charlie Murphy",1970,/kKh9A0VPmjzowwtXSu4DycW7Vuq.jpg,"Comedy, Drama"
33733,One More Time,"Jerry Lewis (director); Michael Pertwee (screenplay); Sammy Davis Jr., Peter Lawford, Maggie Wright, Ester Anderson, John Wood, Dudley Sutton, Percy Herbert, Anthony Nicholls, Allan Cuthbertson, Edward Evans, Leslie Sands, Glyn Owen, Peter Cushing, Christopher Lee, Jerry Lewis",1970,/7iKmyQYfd4xgGSHUMhHsjTbry1h.jpg,"Comedy, Thriller"
144910,Suppose They Gave a War and Nobody Came,"Hy Averback (director); Hal Captain, Don McGuire (screenplay); Brian Keith, Ernest Borgnine, Suzanne Pleshette, Tony Curtis, Ivan Dixon, Tom Ewell, Bradford Dillman, Arthur O'Connell, Maxine Stuart, Pamela Britton, Don Ameche, Robert Emhardt, Christopher Mitchum, Grady Sutton",1970,/enKEVCsH5PR6CdTKcE0YIUy26NJ.jpg,"Drama, Comedy"
31935,Too Late the Hero,"Robert Aldrich (director/screenplay); Lukas Heller (screenplay); Michael Caine, Cliff Robertson, Ian Bannen, Harry Andrews, Ronald Fraser, Denholm Elliott, Lance Percival, Percy Herbert, Patrick Jordan, Sam Kydd, William Beckley, Harvey Jason, Don Knight, Roger Newman, Henry Fonda, Ken Takakura, Martin Horsey, Michael J. Parson, Sean MacDuff, Frank Webb",1970,/sPSwjNA1OVkotd10pH8G9xNCFTN.jpg,"Drama, Action, War"
86373,Norwood,"Jack Haley Jr. (director); Marguerite Roberts (screenplay); Glen Campbell, Kim Darby, Joe Namath, Carol Lynley, Pat Hingle, Tisha Sterling, Dom DeLuise, Jack Haley, Cass Daley, Leigh French, Meredith MacRae, Sammy Jackson, Billy Curtis, Edith Atwater, Jimmy Boyd, Virginia Capers, Merie Earle, David Huddleston, Gil Lamb",1970,/om0W08ah4qdbIqyCMJ2rxle5dEx.jpg,"Comedy, War"
1685,Beneath the Planet of the Apes,"Ted Post (director); Paul Dehn (screenplay); James Franciscus, Kim Hunter, Maurice Evans, Linda Harrison, Paul Richards, Victor Buono, James Gregory, Jeff Corey, Natalie Trundy, Thomas Gomez, Don Pedro Colley, David Watson, Tod Andrews, Gregory Sierra, Charlton Heston, Paul Frees, Lou Wagner, Army Archerd",1970,/szHCeYwi4ubewuYnlnz0YGqWnQC.jpg,"Adventure, Science Fiction, Mystery"
59917,Cotton Comes to Harlem,"Ossie Davis (director/screenplay); Arnold Perl (screenplay); Godfrey Cambridge, Raymond St. Jacques, Calvin Lockhart, Judy Pace, Redd Foxx, Emily Yancy, John Anderson, Lou Jacobi, Eugene Roche, J.D. Cannon, Helen Martin, Cleavon Little, Theodore Wilson, Leonardo Cimino, Frederick O'Neal, Don Bexley, Mabel Robinson, Dick Sabol",1970,/tW30OfbGhe2uFBw4cr6tKsZwCcl.jpg,"Action, Comedy, Crime"
290052,The Magic Garden of Stanley Sweetheart,"Leonard Horn (director); Robert T. Westbrook (screenplay); Don Johnson, Dianne Hull, Michael Greer, Holly Near, Karen Lynn Gorney, Brandon Maggart, Linda Gillin, Victoria Racimo",1970,/175luE0FsbRGUonURpGCF080wNJ.jpg,Drama
63859,Pufnstuf,"Hollingsworth Morse (director); John Fenton Murray, Si Rose (screenplay); Jack Wild, Billie Hayes, Martha Raye, Cass Elliot, Billy Barty, Jane Dulo, Jan Davis, Sharon Baird, Angelo Rossitto, Felix Silla, Johnny Silver, Van Snowden, Lou Wagner, Walker Edmiston, Joan Gerber, Al Melvin, Don Messick, Allison McKay, Princess Livingston, Joy Campbell, Roberto Gamonet, Andy Ratoucheff, Hommy Stewart, Pat Lytell, Buddy Douglas, Jon Linton, Bob Howland, Scutter McKay",1970,/fpGCwwmtdkfj0dLQcIBsc4HJnb.jpg,"Comedy, Family, Fantasy, Music"
20444,The Out-of-Towners,"Arthur Hiller (director); Neil Simon (screenplay); Jack Lemmon, Sandy Dennis, Sandy Baron, Anne Meara, Robert Nichols, Ann Prentiss, Ron Carey, Philip Bruns, Graham Jarvis, Carlos Montalbán, Pepe Hern, Johnny Brown, Dolph Sweet, Jack Crowder, Jon Korkes, Robert Walden, Richard Libertini, Paul Dooley, Anthony Holland, Billy Dee Williams, A.P. Westcott, Robert King, Bob Bennett",1970,/1yun6b1oVbHvyfnkhs5Ib7uQjSL.jpg,Comedy
42600,Watermelon Man,"Melvin Van Peebles (director); Herman Raucher (screenplay); Godfrey Cambridge, Estelle Parsons, Howard Caine, D'Urville Martin, Mantan Moreland, Kay E. Kuter, Erin Moran, Emil Sitka, Karl Lukas, Paul H. Williams, Melvin Van Peebles, Kay Kimberley, Scott Garrett, Irving Selbst",1970,/7jKQ7goaKwlpDz40ZrgoXWHg26n.jpg,"Comedy, Drama"
11916,Two Mules for Sister Sara,"Don Siegel (director); Albert Maltz (screenplay); Clint Eastwood, Shirley MacLaine, Manolo Fábregas, Armando Silvestre, Enrique Lucero, David Estuardo, Ada Carrasco, Pancho Córdova, José Ángel Espinosa, Rosa Furman, Alberto Morin, John Kelly, José Chávez",1970,/RbuNHMlrw7M2w1R3hZMAPwh6dG.jpg,Western
224600,The Executioner,"Sam Wanamaker (director); Jack Pulman (screenplay); George Peppard, Joan Collins, Judy Geeson, Oskar Homolka, Charles Gray, Nigel Patrick, Keith Michell, George Baker, Alexander Scourby, Peter Bull, Ernest Clark, Peter Dyneley, Gizela Dali, Lewis Alexander, Peter Evans, Stefan Gryff, Steve Plytas",1970,/2FJAx7EPbF34SvnZWpbqDfziiul.jpg,Thriller
42592,Julius Caesar,"Stuart Burge (director); Robert Furnival (screenplay); Charlton Heston, Jason Robards, John Gielgud, Richard Johnson, Robert Vaughn, Richard Chamberlain, Diana Rigg, Christopher Lee, Jill Bennett, André Morell, Derek Godfrey, Michael Gough, David Neal, Preston Lockwood",1970,/vM8TTna0YBCfXsOjS3GkfKOzwu8.jpg,"War, Drama, History"
28303,The Cheyenne Social Club,"Gene Kelly (director); James Lee Barrett (screenplay); James Stewart, Henry Fonda, Shirley Jones, Sue Ane Langdon, Elaine Devry, Jason Wingreen, Jackie Joseph, Robert Middleton, Robert J. Wilke, Dabbs Greer, Charles Tyner, Arch Johnson, Jean Willes, Carl Reindel, J. Pat O'Malley, Hal Baylor, Charlotte Stewart, Myron Healey, Red Morgan, Richard Alexander, Frank Baker, Noble ""Kid"" Chissell, John Dehner, Max Wagner, Dan White, Richard Collier, Jackie Russell, Sharon DeBord, Warren Kemmerling, Dick Johnstone",1970,/5bRm0ALG9yPO53Y2kKuPPV3irdF.jpg,"Action, Comedy, Western"
51956,The Strawberry Statement,"Stuart Hagmann (director); Israel Horovitz (screenplay); Bruce Davison, Kim Darby, Bud Cort, Andrew Parks, Kristina Holland, Bob Balaban, Greta Pope, Danny Goldman, Booker Bradshaw, James Coco, James Simon Kunen, Kristin Van Buren, Murray MacLeod",1970,/kKhzIkHWrg51jkTRxq6eAhBSIIl.jpg,"Drama, Romance"
5722,Beyond the Valley of the Dolls,"Russ Meyer (director); Roger Ebert (screenplay); Dolly Read, Cynthia Myers, Marcia McBroom, Phyllis Davis, Erica Gavin, John LaZar, Michael Blodgett, David Gurian, Edy Williams, Harrison Page, Duncan McLeod, James Iglehart, Charles Napier, Henry Rowland, Marshall Kent, The Strawberry Alarm Clock, Pam Grier, Trina Parks, Coleman Francis, Russ Meyer, Dan White",1970,/kmGOF3T35Q6zM1PMmp4Gf0VNX65.jpg,"Comedy, Drama, Music"
85290,The Hawaiians,"Tom Gries (director); James R. Webb (screenplay); Charlton Heston, Tina Chen, Geraldine Chaplin, John Phillip Law, Alec McCowen, Mako, Miko Mayama, Naomi Stevens, Harry Townes, Khigh Dhiegh, Keye Luke, James Gregory, Lyle Bettger, Mark Le Buse, Harry Holcombe, Daniel Kaleikini Jr., James Hong, Don Knight Milton, Virginia Lee, Mary Munday, Matthew Fitzgerald, Bruce Wilson, Mailie Mccauley, Alan Naluai, Forrest Wood, Murray Staff, Galen Kam, Victor Sen Yung, Soo Young, Elizabeth Smith, Tanya Chang, George Paulsin, Jules Martin, Winston Char, Michael Leong, Randy Kim, Victor Young, Bill Fong, Chris Robinson",1970,/bf0Np3insLJiYkY6e6ZCQeytPZy.jpg,"Adventure, Drama, Romance"
38222,On a Clear Day You Can See Forever,"Vincente Minnelli (director); Alan Jay Lerner (screenplay); Barbra Streisand, Yves Montand, Bob Newhart, Larry Blyden, Simon Oakland, Jack Nicholson, John Richardson, Mabel Albertson, Roy Kinnear, Pamela Brown, Irene Handl, Laurie Main, Kermit Murdock, Elaine Giftos, John Le Mesurier, Leon Ames, George Neise, Jeannie Berlin, Richard Kiel, Howard W. Koch, Judith Lowry, Paula Trueman",1970,/maUgkAqcTTBpMbZoxUmuxtb9mzk.jpg,"Comedy, Drama, Music, Fantasy, Romance"
