movieId,genre_ids,original_title,title,cast_and_crew,year,poster_path
10048,[878],Stealth,Stealth,"Rob Cohen (director/screenplay); W.D. Richter (screenplay); Josh Lucas, Jessica Biel, Jamie Foxx, Sam Shepard, Joe Morton, Richard Roxburgh, Ebon Moss-Bachrach, David Andrews, Wentworth Miller",2005,/eVmOkUrEIRm6DKusKbI1gVS8paQ.jpg
13919,"[35, 18]",The Chumscrubber,The Chumscrubber,"Arie Posin (director); Zac Stanford (screenplay); Jamie Bell, Camilla Belle, Justin Chatwin, William Fichtner, Allison Janney, Ralph Fiennes, Glenn Close, Lou Taylor Pucci, Rory Culkin, Thomas Curtis, John Heard, Josh Janowicz, Carrie-Anne Moss, Rita Wilson, Tim DeKay, Caroline Goodall, Lauren Holly, Jason Isaacs, Eric Jungmann, Jeffrey Vincent Parise, Max Van Ville",2005,/uMb26IjDgdq8p4H3XNO1CAsjT4m.jpg
6519,"[35, 12, 28]",The Dukes of Hazzard,The Dukes of Hazzard,"Jay Chandrasekhar (director); John O'Brien (screenplay); Johnny Knoxville, Seann William Scott, Jessica Simpson, Burt Reynolds, Willie Nelson, M.C. Gainey, Joe Don Baker, Lynda Carter, David Koechner, Michael Weston, James Roday, Kevin Heffernan, Jacqui Maxwell, Alice Greczyn, Junior Brown, Barry Corbin, Andrew Prine, Steve Lemme, Jay Chandrasekhar, Erik Stolhanske, Paul Soter, Charlie Finn, A.J. Foyt IV, Rip Taylor, Nikki Griffin, Brendan Schetter",2005,/o5pKtw26jEk7zX2446gPVbTNrFb.jpg
1444,"[35, 18]",Junebug,Junebug,"Phil Morrison (director); Angus MacLachlan (screenplay); Embeth Davidtz, Amy Adams, Ben McKenzie, Celia Weston, Alessandro Nivola, Scott Wilson, Jill Wagner, Frank Hoyt Taylor, Joanne Pankow, Alicia Van Couvering",2005,/asC6UOPrR6OlNMiyXbeXWu08SOG.jpg
11453,[35],Deuce Bigalow: European Gigolo,Deuce Bigalow: European Gigolo,"Mike Bigelow (director); Rob Schneider, David Garrett, Jason Ward (screenplay); Rob Schneider, Eddie Griffin, Jeroen Krabbé, Til Schweiger, Hanna Verboom, Douglas Sills, Charles Keating, Carlos Ponce, Rachel Stevens, Alex Dimitriades, Kostas Sommer, Miranda Raison, Oded Fehr, Zoe Telford, Vincent Martella, Bobbi Sue Luther, Dana Goodman, Skytriss, Julia Lea Wolov, Kelly Brook, Daan Schuurmans, Alex Zane, Johnny Vaughan, Norm MacDonald, Arija Bareikis, Adam Sandler, Elisabetta Canalis, Wes Takahashi",2005,/yXdQ4UGDFCsPrynJOdIk20AYLus.jpg
8292,"[28, 80]",Four Brothers,Four Brothers,"John Singleton (director); David Elliot, Paul Lovett (screenplay); Mark Wahlberg, Tyrese Gibson, André Benjamin, Garrett Hedlund, Terrence Howard, Josh Charles, Sofía Vergara, Chiwetel Ejiofor, Fionnula Flanagan, Taraji P. Henson, Kenneth Welsh, Barry Shabaka Henley, Lyriq Bent, Adam Beach, Tony Nappo, Shawn Singleton, Richard Chevolleau, Mpho Koaho, Kevin Duhaney, Benz Antoine, Jernard Burks, Reiya West Downs, Riele West Downs",2005,/8cO39cnWSZQi2ncPG5TxL3YRzKc.jpg
13922,"[28, 36, 10752]",The Great Raid,The Great Raid,"John Dahl (director); Carlo Bernard, Doug Miro (screenplay); Benjamin Bratt, James Franco, Connie Nielsen, Marton Csokas, Joseph Fiennes, Mark Consuelos, Max Martini, Logan Marshall-Green, Robert Mammone, Cesar Montano, James Carpinello, Clayne Crawford, Craig McLachlan, Sam Worthington, Kenny Doughty, Natalie Mendoza, Paolo Montalban, Masa Yamaguchi, Paul Nakauchi, Laird Macintosh, Jeremy Callaghan, Dale Dye, Brett Tucker, Eugenia Yuan",2005,/k5Q76tzV2T4RtDdYwNj64c1qQ16.jpg
9913,"[18, 27, 9648, 53]",The Skeleton Key,The Skeleton Key,"Iain Softley (director); Ehren Kruger (screenplay); Kate Hudson, Gena Rowlands, Peter Sarsgaard, Joy Bryant, John Hurt, Jeryl Prescott, Forrest Landis, Ronald McCall",2005,/sH7mDPlWwFTqVUg6yKRvToCMH3B.jpg
17186,"[28, 12, 18, 10749]",Supercross,Supercross,"Steve Boyum (director); Ken Solarz, Bart Baker (screenplay); Steve Howey, Mike Vogel, Cameron Richardson, Sophia Bush, Aaron Carter, Channing Tatum, Robert Patrick, Robert Carradine, J.D. Pardo, Jamie Little, Ricky Carmichael, Kevin Windham",2005,/sHgPR5jrN09KoHKltAnLp8cfgg3.jpg
6957,"[35, 10749]",The 40 Year Old Virgin,The 40-Year-Old Virgin,"Judd Apatow (director/screenplay); Steve Carell (screenplay); Steve Carell, Catherine Keener, Paul Rudd, Romany Malco, Seth Rogen, Elizabeth Banks, Leslie Mann, Jane Lynch, Kat Dennings, Gerry Bednob, Shelley Malil, Jonah Hill, Kevin Hart, Wayne Federman, Mindy Kaling, Gillian Vigman, Kimberly Page, Stormy Daniels, Nancy Walls, Cedric Yarbrough, David Koechner, Steve Bannos, Jenna Fischer, Marika Domińczyk, Mo Collins, Siena Goines, Jeff Kahn, Nick Lashaway, Jordan Masterson, Jazzmun, Lee Weaver, Brianna Brown, Hilary Shepard, Barret Swatek, Carla Gallo, Joseph Nunez, Marisa Guterman, Rose Abdoo, Loudon Wainwright III",2005,/mVeoqL37gzhMXQVpONi9DGOQ3tZ.jpg
61728,"[35, 10751, 16, 10770]",The Proud Family Movie,The Proud Family Movie,"Bruce W. Smith (director); Calvin Brown Jr., Ralph Farquhar, John Patrick White, Stiles White (screenplay); Kyla Pratt, Tommy Davidson, Paula Jai Parker, Jo Marie Payton, Tara Strong, Orlando Brown, Jeff Bennett, Soleil Moon Frye, Alisa Reyes, Karen Malina White, Omarion, LisaRaye McCoy, Arsenio Hall, Jeremy Suarez, Carlos Alazraqui, Billy West, Carlos Mencia, Maria Canals-Barrera, Phil LaMarr, Aries Spears, Keith David, Kevin Michael Richardson, Masi Oka, Raquel Lee, Big Boy, Patricia Belcher, Alvaro Guttierez, Christian Mills, Michele Lisette Jennings",2005,/rzq3cG9h5NTjXoCkMFgy0sZtSlV.jpg
11460,"[53, 9648]",Red Eye,Red Eye,"Wes Craven (director); Carl Ellsworth (screenplay); Rachel McAdams, Cillian Murphy, Brian Cox, Jayma Mays, Jack Scalia, Robert Pine, Angela Paton, Suzie Plakson, Laura Johnson, Loren Lester, Max Kasch, Kyle Gallner, Beth Toussaint, Colby Donaldson, Marc Macaulay, Jenny Wade, Chris Bender, Wes Craven, Marianne Maddalena, Teresa Press-Marx, Brittany Oaks",2005,/osLMnQIjDMmzLvXmOlIOlou9olp.jpg
14175,"[10751, 16, 12, 35, 10752]",Valiant,Valiant,"Gary Chapman (director); Jordan Katz, George Webster, George Melrod (screenplay); Ewan McGregor, Ricky Gervais, Jim Broadbent, Tim Curry, Hugh Laurie, John Cleese, John Hurt, Pip Torrens, Rik Mayall, Olivia Williams, Dan Roberts, Brian Lonsdale, Annette Badland, Michael Schlingmann, Sharon Horgan, Buckley Collum, Sean Samuels, Jonathan Ross, Mike Harbour",2005,/chtAKvXb897I2Pn8HOkV4TC5Jzz.jpg
4442,"[12, 14, 28, 35, 53]",The Brothers Grimm,The Brothers Grimm,"Terry Gilliam (director); Ehren Kruger (screenplay); Matt Damon, Heath Ledger, Peter Stormare, Lena Headey, Jonathan Pryce, Monica Bellucci, Tomáš Hanák, Julian Bleach, Mackenzie Crook, Richard Ridings, Roger Ashton-Griffiths, Anna Rust",2005,/v6J7QGCSrtvwvqAt6783BbO3h61.jpg
9042,"[28, 12, 27, 53]",The Cave,The Cave,"Bruce Hunt (director); Michael Steinberg, Tegan West (screenplay); Cole Hauser, Eddie Cibrian, Morris Chestnut, Rick Ravanello, Daniel Dae Kim, Marcel Iureș, Lena Headey, Piper Perabo, Kieran Darcy-Smith, Vlad Rădescu",2005,/gMfJo22XulGLA8h8yAjiLhdQusv.jpg
17926,"[35, 10749, 10402]",Undiscovered,Undiscovered,"Meiert Avis (director); John Galt (screenplay); Pell James, Steven Strait, Kip Pardue, Shannyn Sossamon, Carrie Fisher, Peter Weller, Fisher Stevens, Ashlee Simpson, Perrey Reeves, Stephen Moyer, Ewan Chung",2005,/7G9HOjUBcq1NDwff7Mc5GFhINSB.jpg
20760,"[16, 10751, 35, 878]",Lilo & Stitch 2: Stitch Has a Glitch,Lilo & Stitch 2: Stitch Has a Glitch,"Michael LaBash, Tony Leondis (directors/screenplay); Eddie Guzelian, Alexa Junge (screenplay); Chris Sanders, Dakota Fanning, Tia Carrere, David Ogden Stiers, Kevin McDonald, Jason Scott Lee, Holliston Coleman, Liliana Mumy, Paul Vogt, Matt Corboy, Jennifer Hale, Emily Osment, Grace Rolek, Kunewa Mook, Jillian Henry, William J. Caparella",2005,/vcn7a7ENxi5TBTlka4wYLzmKQIp.jpg
1985,"[18, 9648, 53]",The Constant Gardener,The Constant Gardener,"Fernando Meirelles (director); Jeffrey Caine (screenplay); Ralph Fiennes, Rachel Weisz, Danny Huston, Bill Nighy, Pete Postlethwaite, Hubert Koundé, Archie Panjabi, Gerard McSorley, Donald Sumpter, Richard McCabe, Juliet Aubrey, Nick Reding",2005,/nkXq7V7mmJVbvwZGr3nxkHo7HkS.jpg
10077,"[53, 878, 12, 28]",A Sound of Thunder,A Sound of Thunder,"Peter Hyams (director); Thomas Dean Donnelly, Joshua Oppenheimer, Gregory Poirier (screenplay); Edward Burns, Catherine McCormack, Ben Kingsley, David Oyelowo, Jemima Rooper, Wilfried Hochholdinger, August Zirner, Corey Johnson, Heike Makatsch, Armin Rohde, William Armstrong",2005,/xJ1BVHMOywEF55nCZC6g57CIJho.jpg
9335,"[28, 53, 80]",Transporter 2,Transporter 2,"Louis Leterrier (director); Luc Besson, Robert Mark Kamen (screenplay); Jason Statham, Alessandro Gassmann, Amber Valletta, Kate Nauta, François Berléand, Matthew Modine, Jason Flemyng, Keith David, Shannon Briggs, Jeff Chase, Marc Macaulay, Jim Coleman, AnnaLynne McCord, Hunter Clary",2005,/cdm17vK8PxHfTi7ayZf6WKbOgUO.jpg
19803,"[35, 28]",Underclassman,Underclassman,"Marcos Siega (director); David T, Wagner, Brent Goldberg (screenplay); Nick Cannon, Shawn Ashmore, Roselyn Sánchez, Kelly Hu, Hugh Bonneville, Cheech Marin, Ian Gomez, Johnny Lewis, Don McManus, Mary Pat Gleason, Kaylee DeFer, Peter Bryant, Sam Easton, Terry Chen, Jamie Kaler, Ben Cotton, Zak Santiago, Dan Shea, Sarah Jane Morris, Angelo Spizzirri, Vishiss, Adrian Young",2005,/kOpQ5doAbDaxKyGq91PugsCTOYO.jpg
1546,"[35, 18]",Thumbsucker,Thumbsucker,"Mike Mills (director/screenplay); Lou Taylor Pucci, Tilda Swinton, Vincent D'Onofrio, Keanu Reeves, Benjamin Bratt, Kelli Garner, Vince Vaughn, Chase Offerle, Kit Koenig, Nancy O'Dell, Walter Kirn",2005,/fBLjXNRkH0KuC5JEnGBUZx3SQw3.jpg
8643,"[80, 18, 27, 53]",The Exorcism of Emily Rose,The Exorcism of Emily Rose,"Scott Derrickson (director/screenplay); Paul Harris Boardman (screenplay); Laura Linney, Tom Wilkinson, Campbell Scott, Colm Feore, Jennifer Carpenter, Mary Beth Hurt, Henry Czerny, Shohreh Aghdashloo, J.R. Bourne, Kenneth Welsh, Joshua Close, Duncan Fraser, Mary Black, Andrew Wheeler, Katie Keating",2005,/qMN0HIP34f736kkQcfvTfmL9TP3.jpg
9074,"[28, 35, 80]",The Man,The Man,"Les Mayfield (director); Jim Piddock, Margaret Oberman, Steve Carpenter (screenplay); Samuel L. Jackson, Eugene Levy, Miguel Ferrer, Luke Goss, Susie Essman, Anthony Mackie, Gigi Rice, Rachael Crawford, Philip Akin, Horatio Sanz, Nestor Serrano",2005,/bnofwLKvg2g7Ky9sSpyTHaan37n.jpg
1947,[18],An Unfinished Life,An Unfinished Life,"Lasse Hallström (director); Mark Spragg, Virginia Korus Spragg (screenplay); Robert Redford, Jennifer Lopez, Morgan Freeman, Josh Lucas, Camryn Manheim, Lynda Boyd, Damian Lewis, Becca Gardner, Trevor Moss, Bart the Bear 2",2005,/7ugLG1yF1l8HWYhmdmHHSC3kJ8b.jpg
10092,"[27, 53]",Cry_Wolf,Cry Wolf,"Jeff Wadlow (director/screenplay); Beau Bauman (screenplay); Julian Morris, Lindy Booth, Jared Padalecki, Jon Bon Jovi, Paul James, Sandra McCoy, Ethan Cohn, Kristy Wu, Anna Deavere Smith, Gary Cole, Jesse Janzen, Erica Yates, Jane Beard, Ashley Davis",2005,/7OQ2McKYgnyfIHHkm0jBxQnu7ou.jpg
9007,"[18, 35, 10749, 14]",Just Like Heaven,Just Like Heaven,"Mark Waters (director); Peter Tolan, Leslie Dixon (screenplay); Reese Witherspoon, Mark Ruffalo, Jon Heder, Ivana Miličević, Donal Logue, Dina Waters, Rosalind Chao, Ben Shenkman, Joel McKinnon Miller, Caroline Aaron, Kerris Dorsey, Alyssa Shafer, Willie Garson",2005,/2cLbyVNhEEaUJGg7rfbLtX6454I.jpg
1830,"[80, 18, 53]",Lord of War,Lord of War,"Andrew Niccol (director/screenplay); Nicolas Cage, Jared Leto, Bridget Moynahan, Ian Holm, Ethan Hawke, Nalu Tripician, Eamonn Walker, Tanit Phoenix, Donald Sutherland, Weston Coppola Cage, Sammi Rotibi, Eugene Lazarev, Kobus Marx, Liya Kebede, Jasmine Sais Burgess",2005,/3MGQD4yXokufNlW1AyRXdiy7ytP.jpg
7182,"[27, 53]",Venom,Venom,"Jim Gillespie (director); Flint Dille, John Zuur Platten, Brandon Boyce (screenplay); Agnes Bruckner, Jonathan Jackson, Laura Ramsey, D.J. Cotrona, Rick Cramer, Meagan Good, Bijou Phillips, Method Man, Pawel Szajda, Davetta Sherwood, Stacey Travis",2005,/hCMTpv1I9KK90ApxXDyaf8SwJcf.jpg
3933,"[10749, 14, 16]",Corpse Bride,Corpse Bride,"Tim Burton, Mike Johnson (directors); John August, Caroline Thompson, Pamela Pettler (screenplay); Johnny Depp, Helena Bonham Carter, Emily Watson, Tracey Ullman, Paul Whitehouse, Joanna Lumley, Albert Finney, Richard E. Grant, Christopher Lee, Michael Gough, Jane Horrocks, Enn Reitel, Deep Roy, Danny Elfman, Stephen Ballantyne",2005,/isb2Qow76GpqYmsSyfdMfsYAjts.jpg
9315,"[53, 18, 9648]",Flightplan,Flightplan,"Robert Schwentke (director); Peter A. Dowling, Billy Ray (screenplay); Jodie Foster, Peter Sarsgaard, Erika Christensen, Sean Bean, Marlene Lawston, Kate Beahan, Matt Bomer, Amanda Brooks, Jesse Burch, Assaf Cohen, Shane Edelman, David Farkas, Stephanie Faracy, Mary Gallagher, Christopher Gartin, Lois Hall, John Benjamin Hickey, Michael Irby, Jana Kolesarova, Forrest Landis, Haley Ramm, Greta Scacchi, Judith Scott, Brent Sexton, Fred Tungulsten, Kirk B.R. Woller",2005,/oNjZFzbe7PfF3TxztNHDkinOPyB.jpg
14544,"[35, 18, 10751]",Roll Bounce,Roll Bounce,"Malcolm D. Lee (director); Norman Vance Jr. (screenplay); Bow Wow, Chi McBride, Mike Epps, Wesley Jonathan, Meagan Good, Nick Cannon, Kellita Smith, Khleo Thomas, Jurnee Smollett, Marcus T. Paulk, Brandon T. Jackson, Rick Gonzalez, Paul Wesley, Wayne Brady, Charlie Murphy, Darryl McDaniels",2005,/lStFr3EHTNbnyOdOk2QDCqYGnlR.jpg
398,"[80, 18]",Capote,Capote,"Bennett Miller (director); Dan Futterman (screenplay); Philip Seymour Hoffman, Catherine Keener, Clifton Collins Jr., Bruce Greenwood, Bob Balaban, Mark Pellegrino, Chris Cooper, Katherine Shindle, Amy Ryan, Allie Mickelson, Marshall Bell, Araby Lockhart, R.D. Reid, Rob McLaughlin, Harry Nelken, C. Ernst Harth",2005,/k7z0tDxzbDNev7F8l3Y56Pk5seR.jpg
15487,[18],The Greatest Game Ever Played,The Greatest Game Ever Played,"Bill Paxton (director); Mark Frost (screenplay); Shia LaBeouf, Stephen Dillane, Peter Firth, Elias Koteas, Luke Askew, Josh Flitter, Peyton List, Marnie McPhail, Len Cariou, Michael Sinelnikoff, Stephen Marcus, Max Kasch, Mike 'Nug' Nahrgang, Walter Massey, Justin Ashforth",2005,/2IivJsAdcIJSxrUfh90yuA6p12p.jpg
59,"[18, 53, 80]",A History of Violence,A History of Violence,"David Cronenberg (director); Josh Olson (screenplay); Viggo Mortensen, Maria Bello, Ed Harris, William Hurt, Ashton Holmes, Peter MacNeill, Stephen McHattie, Greg Bryk, Kyle Schmid, Aidan Devine, R.D. Reid, Morgan Kelly, Sumela Kay, Gerry Quigley, Deborah Drakeford, Heidi Hayes, Bill McDonald, Michelle McCree, Ian Matthews",2005,/A26rcvipOqptVs7i5uRmKicXRxE.jpg
11968,"[28, 53, 12, 80]",Into the Blue,Into the Blue,"John Stockwell (director); Matt Johnson (screenplay); Paul Walker, Jessica Alba, Scott Caan, Ashley Scott, Josh Brolin, James Frain, Tyson Beckford, Dwayne Adway, Javon Frazer",2005,/h5oXcjRu0EOiAxSxYuGq58897tu.jpg
16553,"[35, 10749]",Little Manhattan,Little Manhattan,"Mark Levin (director); Jennifer Flackett (screenplay); Josh Hutcherson, Charlie Ray, Bradley Whitford, Cynthia Nixon, Willie Garson, Tonye Patano, Josh Pais, John Dossett, Talia Balsam, Jonah Meyerson, Mike Chat, Anthony Laflamme, Nick Cubbler, Neil Jay Shastri, Connor Hutcherson",2005,/z0RNI1NMtsvLsuTo1rWZfNHVs1z.jpg
16320,"[878, 28, 12, 53]",Serenity,Serenity,"Joss Whedon (director/screenplay); Nathan Fillion, Alan Tudyk, Adam Baldwin, Summer Glau, Gina Torres, Morena Baccarin, Jewel Staite, Chiwetel Ejiofor, Sean Maher, Ron Glass, David Krumholtz, Michael Hitchcock, Sarah Paulson, Yan Feldman, Rafael Feldman",2005,/ckDo5vnRKehJ2qu8U95c7QcvGUm.jpg
10707,"[35, 18]",The Squid and the Whale,The Squid and the Whale,"Noah Baumbach (director/screenplay); Jeff Daniels, Laura Linney, Jesse Eisenberg, Owen Kline, Anna Paquin, William Baldwin, Halley Feiffer, Ken Leung, Greta Kline, Maryann Plunkett, Alexandra Daddario, David Benger, Adam Rose, Peter Newman, Peggy Gormley",2005,/9NbXn1NMdfGM491V3EFjZADR9SX.jpg
25517,"[18, 10402]",The Gospel,The Gospel,"Rob Hardy (director/screenplay); Boris Kodjoe, Idris Elba, Clifton Powell, Nona Gaye, Omar Gooding, Tamyra Gray, China Anne McClain, Donnie McClurkin, Aloma Wright, Keshia Knight Pulliam, Sierra Aylina McClain, Lauryn Alisa McClain, Hezekiah Walker, Michael J. Pagan, Yolanda Adams, Martha Munizzi, Fred Hammond, Kirk Franklin",2005,/cpQ8uOjtPqFUsgtL5zkeMUyl5J4.jpg
533,"[12, 16, 35, 10751]",Wallace & Gromit: The Curse of the Were-Rabbit,Wallace & Gromit: The Curse of the Were-Rabbit,"Steve Box, Nick Park (directors/screenplay); Mark Burton, Bob Baker (screenplay); Peter Sallis, Ralph Fiennes, Helena Bonham Carter, Peter Kay, Nicholas Smith, Dicken Ashworth, Liz Smith, Edward Kelsey, Geraldine McEwan",2005,/hKwtMF4LdEl9sozLCr8Ur4l499p.jpg
11931,"[35, 18, 10749]",In Her Shoes,In Her Shoes,"Curtis Hanson (director); Susannah Grant (screenplay); Cameron Diaz, Toni Collette, Shirley MacLaine, Mark Feuerstein, Ken Howard, Brooke Smith, Candice Azzara, Richard Burgi, Anson Mount, Eric Balfour, Francine Beers, Alan Blumenfeld, Andy Powers, Ivana Miličević, Norman Lloyd, Benton Jennings, Jennifer Weiner",2005,/4x1w6GD9XZvMpBlc44bXLjCbQDj.jpg
9910,"[35, 80, 18, 53]",Two for the Money,Two for the Money,"D. J. Caruso (director); Dan Gilroy (screenplay); Al Pacino, Matthew McConaughey, Rene Russo, Armand Assante, Carly Pope, Jeremy Piven, Jaime King, Ralph Garman, Charles Carroll, Kevin Chapman, Gedde Watanabe, Craig Veroni, Denise Galik, Gary Hudson, Jeremy Guilbaut, Michael Rogers, Veena Sood, Adrian Holmes, Louis Mustillo, Luciana Carro, David Lovgren, Barry LeBrock, Ron Pitts, Jim Rome, Jarrod Bunch, Mazio Royster, April Telek, Susan Ward, Tyler James Williams",2005,/5SedPYdGLrp6LX9C2cWXLx38w1D.jpg
7553,[35],Waiting...,Waiting...,"Rob McKittrick (director/screenplay); Ryan Reynolds, Anna Faris, Justin Long, David Koechner, John Francis Daley, Alanna Ubach, Kaitlin Doubleday, Chi McBride, Luis Guzmán, Rob Benedict, Vanessa Lengies, Max Kasch, Andy Milonakis, Dane Cook, Jordan Ladd, Emmanuelle Chriqui, Wendie Malick, Skyler Stone",2005,/h3NJDiaaliUH35ApXPu8PFKZwWz.jpg
9923,"[28, 80]",Domino,Domino,"Tony Scott (director); Richard Kelly (screenplay); Keira Knightley, Mickey Rourke, Edgar Ramirez, Delroy Lindo, Mo'Nique, Mena Suvari, Lucy Liu, Christopher Walken, Dabney Coleman, Macy Gray, Jacqueline Bisset, Stanley Kamel, Kel O'Neill, Peter Jacobson, Dale Dickey, Lew Temple, Fred Koehler, Charles Paraventi, T.K. Carter, Ashley Monique Clark, Joseph Nunez, Tom Waits, Riz Abbasi, Brian Austin Green, Ian Ziering, Jerry Springer",2005,/pZdIfYkM5kV5BaUDYzwzgmpUxno.jpg
9621,"[35, 18, 10749]",Elizabethtown,Elizabethtown,"Cameron Crowe (director/screenplay); Orlando Bloom, Kirsten Dunst, Susan Sarandon, Alec Baldwin, Bruce McGill, Judy Greer, Jessica Biel, Paul Schneider, Loudon Wainwright III, Gailard Sartain, Jed Rees, Jim Fitzpatrick, Paula Deen, Dan Biggers, Shane Lyons, Emily Rutherfurd, Alice Marie Crowe, Tim Devitt, Ted Manson",2005,/mOdlzAQxhMgiaazRzif1YtJzg9s.jpg
791,"[27, 53, 18, 9648]",The Fog,The Fog,"Rupert Wainwright (director); Cooper Layne (screenplay); Tom Welling, Maggie Grace, Rade Sherbedgia, DeRay Davis, Selma Blair, Kenneth Welsh, Adrian Hough, Sonja Bennett, Sara Botsford, Cole Heppell, R. Nelson Brown, Mary Black, Jonathon Young, Meghan Heffern, Alex Bruhanski, Matthew Currie Holmes, Christian Bocher, Douglas H. Arthurs, Yves Cameron, Charles André",2005,/v9vt49PUDJGkrMVjhb3yiYo7H4Y.jpg
27176,[18],"The Prize Winner of Defiance, Ohio","The Prize Winner of Defiance, Ohio","Jane Anderson (director/screenplay); Julianne Moore, Woody Harrelson, Laura Dern, Trevor Morgan, Simon Reynolds, Monte Gagne, Jordan Todosey, Ellary Porterfield",2005,/wBAxyz9LTvyRlQ6wcMA2La2rYgX.jpg
20077,"[16, 28, 14, 9648]",The Batman vs. Dracula,The Batman vs. Dracula,"Michael Goguen (director); Duane Capizzi (screenplay); Rino Romano, Peter Stormare, Tara Strong, Tom Kenny, Kevin Michael Richardson, Alastair Duncan, Jeff Bennett, Richard Green, Neil Ross, James Sie, Carlos Alazraqui, Jack Angel, Bob Bergen, Susan Blu, Rodger Bumpass, Cam Clarke, Robert Clotworthy, John Cygan, Jennifer Darling, Debi Derryberry, Paul Eiding, Bill Farmer, Archie Hahn, Jennifer Hale, Jess Harnell, Richard Horvitz, John Kassir, Matthew Labyorteaux, Sherry Lynn, Danny Mann, Mona Marshall, Mickie McGowan, Phil Proctor, Jan Rabson, Peter Renaday, Kath Soucie, Laura Summer, Pepper Sweeney, Brian Tochi, Jim Ward",2005,/8uKIqZBXfxhflenI2LkNZIHUp7I.jpg
8814,"[28, 27, 878]",Doom,Doom,"Andrzej Bartkowiak (director); David Callaham, Wesley Strick (screenplay); Karl Urban, Rosamund Pike, Ben Daniels, Razaaq Adoti, The Rock, Deobia Oparei, Richard Brake, Al Weaver, Dexter Fletcher, Brian Steele, Yao Chin, Robert Russell, Daniel York, Ian Hughes, Sara Houghton, Vladislav Dyntera, Doug Jones,",2005,/y50lH061yWOvEstoZRn7lYs0huk.jpg
703021,[99],C.S. Lewis: Dreamer of Narnia,Dreamer,"John Gatins (director/screenplay); Kurt Russell, Dakota Fanning, Kris Kristofferson, Freddy Rodriguez, Luis Guzmán, Elisabeth Shue, David Morse, Oded Fehr, Ken Howard, Holmes Osborne",2005,/9HlIdUlttuNOe1IuOZivCsovOL2.jpg
21246,"[35, 18]",Kids in America,Kids in America,"Josh Stolberg (director/screenplay); Andrew Shaifer (screenplay); Gregory Smith, Stephanie Sherrin, Caitlin Wachs, Nicole Richie, George Wendt, Adam Arkin, Samantha Mathis, Malik Yoba, Julie Bowen, Chris Morris, Emy Coligado, Alex Anfanger, Crystal Celeste Grant, Rosalie Ward, Genevieve Cortese, Damien Luvara, Marcella Lentz-Pope, Raymond Braun, Andrew Shaifer, Jeff Chase, Leila Charles, Rosanna Arquette, Elizabeth Perkins, Charles Shaughnessy, William Earl Brown, Kim Coles",2005,/qf5WHidnEkKOQ8hl8l4RuKh0Fxx.jpg
9701,[18],North Country,North Country,"Niki Caro (director); Michael Seitzman (screenplay); Charlize Theron, Frances McDormand, Sissy Spacek, Woody Harrelson, Sean Bean, Richard Jenkins, Jeremy Renner, Michelle Monaghan, Thomas Curtis, Tom Bower, Linda Emond, Rusty Schwimmer, Jillian Armenante, Xander Berkeley, Chris Mulkey, Corey Stoll, Brad William Henke, John Aylward, Marcus Chait, James Cada, Amber Heard, Cole Williams",2005,/upxUN4zmX79o49mBW9htKZDeNq7.jpg
2610,"[35, 18, 10749]",Shopgirl,Shopgirl,"Anand Tucker (director); Steve Martin (screenplay); Steve Martin, Claire Danes, Jason Schwartzman, Bridgette Wilson-Sampras, Sam Bottoms, Frances Conroy, Rebecca Pidgeon, Samantha Shelton, Clyde Kusatsu, Gina Doctor",2005,/mEpnYHytC1MuLECf4N0g4Xql2t8.jpg
8066,"[9648, 53, 18]",Stay,Stay,"Marc Forster (director); David Benioff (screenplay); Ewan McGregor, Naomi Watts, Ryan Gosling, Janeane Garofalo, Bob Hoskins, Elizabeth Reaser, B.D. Wong, Kate Burton, Amy Sedaris, Isaach de Bankolé, Mark Margolis",2005,/tJ9fRkb3Erxkwdext2A8Qx71m87.jpg
1656,"[28, 12, 37]",The Legend of Zorro,The Legend of Zorro,"Martin Campbell (director); Roberto Orci, Alex Kurtzman (screenplay); Antonio Banderas, Catherine Zeta-Jones, Rufus Sewell, Nick Chinlund, Julio Oscar Mechoso, Adrián Alonso, Shuler Hensley, Michael Emerson, Leo Burmester, Tony Amendola, Pedro Armendáriz Jr., Giovanna Zacarias, Raúl Méndez, Alberto Reyes",2005,/4ZSuSuWco0aCyKv8xD8X8VSaFs4.jpg
2313,"[35, 18, 10749]",Prime,Prime,"Ben Younger (director/screenplay); Meryl Streep, Uma Thurman, Bryan Greenberg, Jon Abrahams, Zak Orth, Annie Parisse, Aubrey Dollar, Jerry Adler, Doris Belack, Ato Essandoh, Naomi Aborn, John Rothman, Madhur Jaffrey, Lotte Mandel",2005,/vPX6XxUTxNFp8zt275E56gAFnRm.jpg
215,[27],Saw II,Saw II,"Darren Lynn Bousman (director/screenplay); Leigh Whannell (screenplay); Donnie Wahlberg, Franky G, Glenn Plummer, Beverley Mitchell, Dina Meyer, Lyriq Bent, Emmanuelle Vaugier, Erik Knudsen, Shawnee Smith, Tobin Bell, Timothy Burd, Noam Jenkins, Tony Nappo",2005,/AwfBNpkedYcXt9BjGEYZf5g2s37.jpg
