movieId,userId,rating
42594,614e280a5ab81a008c5e2b4f,6.0
42594,64d4b338dd926a01e988299d,5.0
280133,,
225155,,
85255,,
117999,,
65891,636405e15ca704007ac1d51e,7.0
84481,,
651,,
